,Month,Generated,Efficiency,Exported,FIT Credit,Low,High,Average,Comments
106,['2021-25'],['2.602MWh'],['3.404kWh/kW'],['-'],"['0,00 CHF']",['283.462kWh'],['434.576kWh'],['371.645kWh'],['21/06/21 - 27/06/21']
107,['2021-24'],['3.096MWh'],['4.051kWh/kW'],['-'],"['0,00 CHF']",['294.860kWh'],['512.620kWh'],['442.336kWh'],['14/06/21 - 20/06/21']
108,['2021-23'],['2.658MWh'],['3.478kWh/kW'],['-'],"['0,00 CHF']",['207.781kWh'],['477.935kWh'],['379.778kWh'],['07/06/21 - 13/06/21']
109,['2021-22'],['2.617MWh'],['3.423kWh/kW'],['-'],"['0,00 CHF']",['117.967kWh'],['549.650kWh'],['373.830kWh'],['31/05/21 - 06/06/21']
110,['2021-21'],['2.611MWh'],['3.415kWh/kW'],['-'],"['0,00 CHF']",['134.029kWh'],['554.572kWh'],['372.977kWh'],['24/05/21 - 30/05/21']
111,['2021-20'],['2.358MWh'],['3.085kWh/kW'],['-'],"['0,00 CHF']",['109.287kWh'],['445.712kWh'],['336.884kWh'],['17/05/21 - 23/05/21']
112,['2021-19'],['1.877MWh'],['2.456kWh/kW'],['-'],"['0,00 CHF']",['136.051kWh'],['494.013kWh'],['268.214kWh'],['10/05/21 - 16/05/21']
113,['2021-18'],['2.445MWh'],['3.198kWh/kW'],['-'],"['0,00 CHF']",['116.851kWh'],['483.473kWh'],['349.239kWh'],['03/05/21 - 09/05/21']
114,['2021-17'],['1.904MWh'],['2.491kWh/kW'],['-'],"['0,00 CHF']",['73.122kWh'],['475.066kWh'],['272.060kWh'],['26/04/21 - 02/05/21']
115,['2021-16'],['3.106MWh'],['4.063kWh/kW'],['-'],"['0,00 CHF']",['348.995kWh'],['497.684kWh'],['443.700kWh'],['19/04/21 - 25/04/21']
116,['2021-15'],['1.990MWh'],['2.603kWh/kW'],['-'],"['0,00 CHF']",['127.449kWh'],['407.091kWh'],['284.261kWh'],['12/04/21 - 18/04/21']
117,['2021-14'],['2.259MWh'],['2.955kWh/kW'],['-'],"['0,00 CHF']",['245.340kWh'],['448.477kWh'],['322.678kWh'],['05/04/21 - 11/04/21']
118,['2021-13'],['2.737MWh'],['3.580kWh/kW'],['-'],"['0,00 CHF']",['246.547kWh'],['460.413kWh'],['390.991kWh'],['29/03/21 - 04/04/21']
119,['2021-12'],['2.402MWh'],['3.142kWh/kW'],['-'],"['0,00 CHF']",['148.661kWh'],['428.179kWh'],['343.134kWh'],['22/03/21 - 28/03/21']
120,['2021-11'],['1.129MWh'],['1.477kWh/kW'],['-'],"['0,00 CHF']",['62.423kWh'],['304.849kWh'],['161.327kWh'],['15/03/21 - 21/03/21']
121,['2021-10'],['1.498MWh'],['1.960kWh/kW'],['-'],"['0,00 CHF']",['73.373kWh'],['314.155kWh'],['214.066kWh'],['08/03/21 - 14/03/21']
122,['2021-09'],['1.203MWh'],['1.573kWh/kW'],['-'],"['0,00 CHF']",['46.536kWh'],['296.430kWh'],['171.813kWh'],['01/03/21 - 07/03/21']
123,['2021-08'],['1.350MWh'],['1.766kWh/kW'],['-'],"['0,00 CHF']",['123.547kWh'],['230.772kWh'],['192.835kWh'],['22/02/21 - 28/02/21']
124,['2021-07'],['1.015MWh'],['1.329kWh/kW'],['-'],"['0,00 CHF']",['24.443kWh'],['216.092kWh'],['145.052kWh'],['15/02/21 - 21/02/21']
125,['2021-06'],['140.762kWh'],['0.184kWh/kW'],['-'],"['0,00 CHF']",['0.937kWh'],['96.793kWh'],['20.108kWh'],['08/02/21 - 14/02/21']
126,['2021-05'],['416.145kWh'],['0.545kWh/kW'],['-'],"['0,00 CHF']",['15.563kWh'],['139.447kWh'],['59.449kWh'],['01/02/21 - 07/02/21']
127,['2021-04'],['255.792kWh'],['0.335kWh/kW'],['-'],"['0,00 CHF']",['2.858kWh'],['88.133kWh'],['36.541kWh'],['25/01/21 - 31/01/21']
128,['2021-03'],['180.858kWh'],['0.237kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['119.652kWh'],['25.836kWh'],['18/01/21 - 24/01/21']
129,['2021-02'],['91.458kWh'],['0.120kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['48.129kWh'],['13.065kWh'],['11/01/21 - 17/01/21']
