,Month,Generated,Efficiency,Exported,FIT Credit,Low,High,Average,Comments
68,['Jun 16'],['992.231kWh'],['3.224kWh/kW'],['-'],"['0,00 CHF']",['13.252kWh'],['52.494kWh'],['33.074kWh'],[]
69,['May 16'],['1.189MWh'],['3.737kWh/kW'],['-'],"['0,00 CHF']",['9.193kWh'],['64.094kWh'],['38.342kWh'],[]
70,['Apr 16'],['995.476kWh'],['3.234kWh/kW'],['-'],"['0,00 CHF']",['8.658kWh'],['62.377kWh'],['33.182kWh'],[]
71,['Mar 16'],['614.045kWh'],['1.931kWh/kW'],['-'],"['0,00 CHF']",['3.388kWh'],['42.419kWh'],['19.807kWh'],[]
72,['Feb 16'],['208.312kWh'],['0.700kWh/kW'],['-'],"['0,00 CHF']",['2.079kWh'],['16.021kWh'],['7.183kWh'],[]
73,['Jan 16'],['124.747kWh'],['0.392kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['11.111kWh'],['4.024kWh'],[]
74,['Dec 15'],['206.764kWh'],['0.650kWh/kW'],['-'],"['0,00 CHF']",['2.296kWh'],['13.688kWh'],['6.669kWh'],[]
75,['Nov 15'],['307.298kWh'],['1.109kWh/kW'],['-'],"['0,00 CHF']",['2.095kWh'],['20.073kWh'],['11.381kWh'],['Partial Month (27 days)']
76,['Oct 15'],['518.296kWh'],['1.630kWh/kW'],['-'],"['0,00 CHF']",['3.838kWh'],['34.380kWh'],['16.719kWh'],[]
77,['Sep 15'],['875.273kWh'],['2.844kWh/kW'],['-'],"['0,00 CHF']",['8.757kWh'],['47.126kWh'],['29.175kWh'],[]
78,['Aug 15'],['1.115MWh'],['3.505kWh/kW'],['-'],"['0,00 CHF']",['9.976kWh'],['51.667kWh'],['35.960kWh'],[]
79,['Jul 15'],['1.402MWh'],['4.407kWh/kW'],['-'],"['0,00 CHF']",['15.766kWh'],['57.078kWh'],['45.219kWh'],[]
80,['Jun 15'],['1.337MWh'],['4.343kWh/kW'],['-'],"['0,00 CHF']",['15.847kWh'],['60.095kWh'],['44.562kWh'],[]
81,['May 15'],['1.256MWh'],['3.949kWh/kW'],['-'],"['0,00 CHF']",['6.918kWh'],['61.659kWh'],['40.512kWh'],[]
82,['Apr 15'],['1.315MWh'],['4.274kWh/kW'],['-'],"['0,00 CHF']",['10.709kWh'],['61.026kWh'],['43.849kWh'],[]
83,['Mar 15'],['879.687kWh'],['2.766kWh/kW'],['-'],"['0,00 CHF']",['7.657kWh'],['44.501kWh'],['28.377kWh'],[]
84,['Feb 15'],['349.577kWh'],['1.217kWh/kW'],['-'],"['0,00 CHF']",['0.622kWh'],['34.982kWh'],['12.484kWh'],[]
85,['Jan 15'],['6.458kWh'],['0.070kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['2.221kWh'],['0.717kWh'],['Partial Month (9 days)']
86,['Dec 14'],['77.439kWh'],['0.397kWh/kW'],['-'],"['0,00 CHF']",['0.848kWh'],['11.581kWh'],['4.075kWh'],['Partial Month (19 days)']
87,['Nov 14'],['209.030kWh'],['0.703kWh/kW'],['-'],"['0,00 CHF']",['1.588kWh'],['22.618kWh'],['7.207kWh'],['Partial Month (29 days)']
88,['Oct 14'],['593.923kWh'],['1.867kWh/kW'],['-'],"['0,00 CHF']",['5.781kWh'],['27.562kWh'],['19.158kWh'],[]
89,['Sep 14'],['932.399kWh'],['3.029kWh/kW'],['-'],"['0,00 CHF']",['8.971kWh'],['44.488kWh'],['31.079kWh'],[]
90,['Aug 14'],['1.159MWh'],['3.644kWh/kW'],['-'],"['0,00 CHF']",['13.979kWh'],['54.795kWh'],['37.392kWh'],[]
91,['Jul 14'],['1.231MWh'],['3.870kWh/kW'],['-'],"['0,00 CHF']",['10.585kWh'],['63.670kWh'],['39.711kWh'],[]
92,['Jun 14'],['1.381MWh'],['4.485kWh/kW'],['-'],"['0,00 CHF']",['21.825kWh'],['55.191kWh'],['46.017kWh'],[]
93,['May 14'],['1.299MWh'],['4.085kWh/kW'],['-'],"['0,00 CHF']",['6.357kWh'],['62.654kWh'],['41.914kWh'],[]
94,['Apr 14'],['1.186MWh'],['3.853kWh/kW'],['-'],"['0,00 CHF']",['8.626kWh'],['63.279kWh'],['39.527kWh'],[]
95,['Mar 14'],['1.002MWh'],['3.255kWh/kW'],['-'],"['0,00 CHF']",['5.478kWh'],['50.032kWh'],['33.398kWh'],['Partial Month (30 days)']
96,['Feb 14'],['477.251kWh'],['1.661kWh/kW'],['-'],"['0,00 CHF']",['3.861kWh'],['34.995kWh'],['17.044kWh'],[]
97,['Jan 14'],['285.300kWh'],['0.897kWh/kW'],['-'],"['0,00 CHF']",['1.034kWh'],['23.411kWh'],['9.203kWh'],[]
98,['Dec 13'],['280.527kWh'],['0.882kWh/kW'],['-'],"['0,00 CHF']",['0.813kWh'],['16.725kWh'],['9.049kWh'],[]
99,['Nov 13'],['282.997kWh'],['0.919kWh/kW'],['-'],"['0,00 CHF']",['0.034kWh'],['22.521kWh'],['9.433kWh'],[]
100,['Oct 13'],['541.089kWh'],['1.701kWh/kW'],['-'],"['0,00 CHF']",['3.823kWh'],['34.262kWh'],['17.454kWh'],[]
101,['Sep 13'],['965.420kWh'],['3.136kWh/kW'],['-'],"['0,00 CHF']",['9.990kWh'],['49.853kWh'],['32.180kWh'],[]
102,['Aug 13'],['1.430MWh'],['4.496kWh/kW'],['-'],"['0,00 CHF']",['12.953kWh'],['61.821kWh'],['46.130kWh'],[]
103,['Jul 13'],['1.599MWh'],['5.027kWh/kW'],['276.577kWh'],"['0,00 CHF']",['11.154kWh'],['63.016kWh'],['51.580kWh'],[]
104,['Jun 13'],['1.419MWh'],['4.610kWh/kW'],['-'],"['0,00 CHF']",['9.806kWh'],['66.127kWh'],['47.302kWh'],[]
