,Date,Generated,Efficiency,Exported,Peak Power,Peak Time,Conditions,Tempertature,Comments
41,['13/07/19'],['168.970kWh'],['4.800kWh/kW'],['-'],['22.855kW'],['2:30PM'],['Partly Cloudy'],,['Updated 05:54 UTC+2:00']
42,['12/07/19'],['117.203kWh'],['3.330kWh/kW'],['-'],['20.879kW'],['11:40AM'],['Mostly Cloudy'],,['Updated 00:08 UTC+2:00']
43,['11/07/19'],['82.878kWh'],['2.354kWh/kW'],['-'],['16.566kW'],['1:25PM'],['Cloudy'],,['Updated 06:02 UTC+2:00']
44,['10/07/19'],['194.746kWh'],['5.533kWh/kW'],['-'],['20.608kW'],['2:20PM'],['Fine'],,['Updated 05:53 UTC+2:00']
45,['09/07/19'],['17.690kWh'],['0.503kWh/kW'],['-'],['10.996kW'],['6:00PM'],['Showers'],,['Updated 06:01 UTC+2:00']
46,['08/07/19'],['49.641kWh'],['1.410kWh/kW'],['-'],['18.226kW'],['10:45AM'],['Mostly Cloudy'],,['Updated 05:43 UTC+2:00']
47,['07/07/19'],['28.291kWh'],['0.804kWh/kW'],['-'],['20.189kW'],['4:05PM'],['Showers'],,['Updated 11:24 UTC+2:00']
48,['3 DAY GAP'],[],[],[],[],[],[],,[]
49,['03/07/19'],['98.099kWh'],['2.787kWh/kW'],['-'],['16.193kW'],['6:05PM'],['Mostly Cloudy'],,['Updated 06:14 UTC+2:00']
50,['02/07/19'],['160.118kWh'],['4.549kWh/kW'],['-'],['23.195kW'],['2:15PM'],['Partly Cloudy'],,['Updated 00:05 UTC+2:00']
51,['01/07/19'],['158.171kWh'],['4.493kWh/kW'],['-'],['20.482kW'],['2:25PM'],['Partly Cloudy'],,['Updated 06:19 UTC+2:00']
52,['30/06/19'],['151.992kWh'],['4.318kWh/kW'],['-'],['18.643kW'],['2:15PM'],['Partly Cloudy'],,['Updated 06:21 UTC+2:00']
53,['29/06/19'],['168.441kWh'],['4.785kWh/kW'],['-'],['18.746kW'],['2:15PM'],['Partly Cloudy'],,['Updated 10:24 UTC+2:00']
54,['1 DAY GAP'],[],[],[],[],[],[],,[]
55,['27/06/19'],['0.178kWh'],['0.005kWh/kW'],['-'],['2.140kW'],['6:30AM'],['Showers'],,['Updated 06:41 UTC+2:00']
56,['26/06/19'],['170.818kWh'],['4.853kWh/kW'],['-'],['18.712kW'],['2:20PM'],['Partly Cloudy'],,['Updated 00:08 UTC+2:00']
57,['25/06/19'],['166.099kWh'],['4.719kWh/kW'],['-'],['18.820kW'],['2:30PM'],['Partly Cloudy'],,['Updated 00:06 UTC+2:00']
58,['24/06/19'],['171.541kWh'],['4.873kWh/kW'],['-'],['22.302kW'],['2:30PM'],['Partly Cloudy'],,['Updated 06:17 UTC+2:00']
59,['23/06/19'],['186.991kWh'],['5.312kWh/kW'],['-'],['20.350kW'],['2:15PM'],['Fine'],,['Updated 06:18 UTC+2:00']
60,['22/06/19'],['134.636kWh'],['3.825kWh/kW'],['-'],['22.339kW'],['2:55PM'],['Mostly Cloudy'],,['Updated 06:19 UTC+2:00']
61,['21/06/19'],['87.860kWh'],['2.496kWh/kW'],['-'],['21.130kW'],['12:55PM'],['Cloudy'],,['Updated 06:18 UTC+2:00']
